lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
111,1,97.75,11,21,4,5,1,0,3,0
18,0,148.5,4,25,4,0,1,0,0,0
2,0,99.0,4,21,2,1,0,0,3,0
41,2,105.9,10,16,4,2,1,0,0,1
156,1,115.25,8,14,4,3,2,0,0,0
109,0,133.2,8,24,4,4,0,0,3,0
202,2,128.85,9,6,4,4,0,0,0,0
190,0,112.5,10,28,4,2,1,0,0,0
0,0,111.2,5,5,2,1,0,0,0,1
9,1,115.0,2,27,4,1,1,0,3,0
302,0,100.0,9,16,4,2,1,0,0,0
0,2,81.0,8,7,4,2,0,3,0,1
6,0,105.0,11,3,4,2,0,0,3,1
28,0,75.0,10,19,3,4,1,0,3,1
71,0,79.56,7,13,3,4,0,0,0,1
211,0,100.0,5,20,4,2,0,0,0,0
3,0,80.0,11,6,3,2,1,0,0,1
31,2,159.3,10,18,4,5,2,0,5,1
106,2,151.2,10,11,4,3,0,0,3,0
63,0,116.0,9,4,3,2,0,1,0,1
17,0,98.39,12,3,4,4,2,0,0,1
104,2,96.3,4,26,4,2,0,0,0,1
83,0,48.33,3,12,3,4,2,0,0,1
79,0,137.91,12,26,4,3,1,1,3,0
8,1,77.5,1,19,4,2,0,0,0,1
0,0,88.0,12,28,4,1,0,3,0,1
211,0,100.0,5,20,3,2,0,0,0,0
32,2,105.4,3,4,4,2,0,0,3,1
119,1,68.0,7,20,4,0,1,0,0,0
166,2,90.95,7,7,4,3,2,0,0,1
13,2,265.44,7,13,4,7,2,0,6,1
49,1,106.25,3,19,4,4,2,0,3,1
71,1,72.25,8,9,3,3,0,0,0,1
34,1,109.0,10,29,4,1,1,3,0,0
65,1,88.91,4,1,4,3,2,0,0,1
82,1,60.0,12,19,3,1,2,0,3,1
181,1,103.7,7,26,4,4,0,0,3,0
138,2,141.3,8,17,4,4,1,0,3,1
6,0,85.0,4,3,3,2,2,3,0,1
93,1,90.3,4,6,4,3,0,0,0,1
2,0,89.0,3,30,4,1,0,3,0,1
5,1,84.0,12,8,4,1,0,3,0,1
182,0,137.7,8,7,4,1,2,0,3,0
81,0,73.9,4,3,4,3,2,3,0,0
78,0,110.0,5,19,3,3,1,0,0,1
207,0,85.5,10,28,4,2,2,3,0,0
6,0,162.0,8,16,4,0,1,0,5,0
164,0,100.0,10,2,3,2,0,0,0,1
18,1,79.0,2,24,4,4,0,3,0,0
47,1,88.52,4,28,4,3,1,0,0,1
153,0,137.7,7,26,4,2,0,0,3,0
113,0,55.63,3,29,4,4,0,3,0,1
66,0,110.84,12,26,4,4,1,0,3,0
101,0,70.03,4,18,4,3,1,0,3,0
18,0,129.1,2,26,4,9,4,0,3,0
209,0,100.8,8,19,4,2,0,0,0,0
161,0,80.0,4,22,3,2,1,0,1,1
22,0,67.0,10,13,2,1,0,0,0,1
45,2,126.9,5,21,4,1,1,0,0,1
119,0,90.9,4,15,4,2,0,0,0,1
0,0,101.52,6,20,4,0,1,0,0,1
291,0,115.0,8,19,3,2,0,1,0,0
48,1,80.3,3,5,4,1,0,0,0,1
73,1,113.4,10,6,4,1,0,0,0,1
94,1,90.95,4,12,4,4,0,0,0,1
44,1,93.33,11,3,4,3,0,0,0,1
126,0,114.3,5,7,4,1,2,0,3,1
52,0,67.0,10,13,2,1,0,0,0,1
220,0,128.0,9,17,3,1,2,1,0,0
3,1,104.72,5,2,4,0,1,0,0,1
27,0,120.0,6,9,3,1,0,0,0,1
37,2,141.3,6,8,4,1,0,0,3,1
99,0,80.0,2,19,2,1,0,0,0,1
78,0,100.0,3,25,3,2,1,0,0,0
1,3,0.0,6,7,1,1,0,0,0,1
8,0,92.4,10,1,4,1,0,0,0,1
57,1,135.99,9,3,4,5,2,0,5,1
188,0,61.88,11,21,3,2,1,0,0,1
83,1,167.1,8,1,4,3,1,0,0,1
38,0,90.95,8,21,4,0,2,0,0,1
29,1,83.57,4,14,4,3,0,0,0,1
17,1,135.0,9,25,4,2,2,0,0,1
79,0,75.0,11,13,3,2,0,0,0,1
5,0,191.0,8,6,4,1,2,0,3,1
309,0,101.0,5,13,3,2,1,1,0,0
36,0,60.0,11,3,3,5,0,0,3,1
146,0,100.3,6,1,4,4,0,0,0,0
111,0,72.25,8,16,3,2,0,0,0,1
133,0,105.3,5,17,4,3,0,0,0,1
94,3,72.25,12,4,4,2,1,0,0,1
26,0,116.72,9,3,2,2,2,0,0,1
32,0,63.0,11,11,3,2,0,3,0,1
239,0,90.6,6,15,3,2,0,1,0,0
53,0,60.0,1,24,3,3,2,0,0,1
13,0,95.0,4,11,4,0,1,0,0,0
115,0,98.25,5,5,4,3,1,3,0,1
6,0,65.0,3,1,3,3,0,0,0,1
115,2,135.9,6,14,4,3,0,0,0,1
45,1,126.9,6,30,4,3,1,0,0,0
81,0,90.9,6,23,4,1,0,0,0,0
5,1,120.0,10,19,4,1,1,0,0,1
0,2,168.3,8,27,4,1,0,0,5,1
20,0,131.2,9,26,4,3,1,0,3,0
4,1,165.0,5,5,4,1,0,0,3,1
114,1,74.8,11,13,4,4,2,3,0,0
100,1,84.58,4,5,4,4,0,0,0,1
17,0,85.0,9,27,3,2,0,3,0,1
6,0,104.0,4,16,4,1,1,3,0,0
30,4,168.3,7,7,4,4,2,0,3,1
56,2,119.0,12,9,4,5,2,0,3,1
89,3,72.25,7,17,3,2,2,0,0,1
72,0,107.1,7,6,4,1,0,3,0,0
116,0,72.0,2,28,3,2,2,0,0,0
30,2,109.8,8,30,4,4,0,0,0,1
27,0,77.87,12,4,4,2,1,0,1,0
122,0,85.0,4,15,3,2,0,0,0,1
87,1,58.9,7,10,4,7,3,0,0,0
6,1,88.0,12,12,4,0,1,3,0,1
115,1,90.0,11,18,4,2,0,0,0,0
54,0,85.0,6,11,3,1,2,3,0,1
10,0,129.0,9,3,4,1,0,3,0,0
4,0,65.0,11,30,2,2,1,0,0,1
45,0,85.0,3,21,3,2,1,0,0,1
195,1,0.0,7,20,4,4,2,3,0,1
0,1,83.16,12,26,4,0,1,0,3,1
5,1,149.0,7,5,4,2,0,0,0,1
282,0,76.67,10,10,3,1,2,0,0,1
226,1,70.0,10,29,3,2,2,0,0,1
63,1,105.6,4,25,4,2,1,0,0,1
124,2,126.9,6,10,4,2,1,0,0,1
177,0,82.88,8,24,4,4,0,3,0,0
21,0,95.0,10,17,2,1,1,0,0,1
248,0,118.0,5,26,4,2,0,0,0,0
8,0,130.0,11,5,3,1,0,0,0,1
96,2,190.8,10,13,4,3,0,0,5,1
17,1,76.29,12,2,4,2,2,3,0,1
62,0,94.8,4,25,4,2,1,3,0,1
0,0,89.0,7,29,4,1,0,3,0,1
52,1,168.3,7,23,4,1,0,0,3,1
16,0,76.0,3,8,2,3,0,0,3,1
155,0,130.05,8,1,4,4,1,0,0,0
16,4,106.0,10,29,4,3,2,3,0,1
7,0,85.0,2,22,4,0,1,0,0,0
320,1,115.0,8,18,3,2,0,1,0,0
149,1,195.3,8,12,4,2,1,0,5,1
43,2,168.3,7,18,4,1,1,0,3,1
104,1,108.0,10,9,4,0,1,3,0,0
139,0,131.36,7,16,4,9,4,0,0,0
30,0,85.0,10,27,3,3,0,0,0,1
170,1,96.9,9,12,3,1,0,1,0,1
81,1,135.15,5,16,4,3,1,0,0,1
100,0,90.9,10,26,4,1,0,0,0,0
36,2,104.0,12,7,4,4,2,0,0,1
214,1,158.95,8,7,4,2,2,0,5,0
101,0,140.7,7,31,4,1,2,0,3,1
279,0,110.0,10,12,4,3,0,0,0,0
131,0,94.5,8,15,3,1,2,1,0,0
150,2,118.8,10,3,4,2,1,0,0,1
17,1,124.0,9,11,4,0,2,0,0,1
4,2,78.0,12,16,4,1,0,3,0,1
24,1,58.0,12,24,3,3,2,0,0,1
15,1,87.33,12,27,3,5,1,0,3,1
69,3,139.5,7,16,4,2,2,0,3,1
21,0,92.0,1,4,3,5,1,1,0,1
169,0,106.0,4,22,3,2,2,1,0,0
278,0,73.95,12,23,4,5,2,0,0,0
88,1,96.9,7,18,3,2,1,0,0,1
3,0,166.25,9,22,2,1,0,0,3,1
140,2,195.3,7,8,4,1,0,0,5,1
11,0,74.8,3,11,3,2,0,0,0,1
110,0,70.0,12,9,3,4,0,0,0,1
276,0,61.0,5,13,3,3,2,0,0,0
48,1,168.3,8,24,4,4,0,0,3,1
4,0,137.0,3,22,4,2,0,0,3,1
230,1,137.0,9,6,3,5,0,0,0,0
209,0,106.25,8,21,4,5,2,0,0,0
280,0,110.0,9,19,4,2,1,0,0,0
36,1,81.08,4,12,4,2,0,0,0,1
169,1,99.45,8,5,4,4,2,0,0,1
335,1,90.0,10,13,3,3,0,0,0,0
59,2,123.3,3,28,4,0,1,0,3,1
226,1,90.95,8,8,4,5,2,0,0,1
16,2,105.0,9,9,4,3,0,0,0,1
84,1,150.3,8,5,4,2,2,0,3,1
277,1,89.14,9,5,3,5,2,1,0,1
73,1,140.4,8,6,4,1,1,0,3,0
39,0,129.7,9,25,4,0,1,0,0,1
31,0,71.0,2,4,2,2,0,0,0,1
12,1,152.0,9,17,4,1,0,0,0,1
7,2,145.0,8,19,4,2,1,0,3,1
1,2,128.0,8,17,4,1,0,3,0,1
2,0,77.25,1,7,4,3,0,0,1,1
159,1,90.95,6,27,4,3,1,0,0,1
15,1,116.75,9,9,4,4,0,0,0,1
28,1,158.86,7,24,4,3,2,0,0,1
130,1,76.5,8,1,4,1,2,0,0,0
99,1,109.5,7,9,4,1,2,3,0,1
275,0,90.0,10,5,3,4,1,0,0,0
80,3,101.77,12,20,4,5,2,1,0,1
113,0,132.6,5,25,4,4,0,0,3,0
87,0,150.3,8,9,4,4,0,0,3,0
18,2,89.0,9,11,4,0,1,3,0,1
301,1,115.0,7,30,3,1,1,1,0,0
7,1,95.0,11,2,4,3,1,0,0,1
41,0,71.41,3,8,4,5,2,3,0,1
315,0,160.0,9,30,4,2,1,1,0,0
169,0,63.5,4,22,3,2,2,0,0,1
108,1,120.0,3,24,4,3,2,0,1,1
171,2,128.7,8,26,4,1,0,0,3,0
12,1,64.0,12,5,3,1,1,0,0,1
9,0,99.0,5,25,4,1,0,3,0,1
39,0,87.0,8,14,3,2,0,1,0,1
22,0,108.5,2,13,4,4,2,0,0,1
50,2,144.0,10,5,4,2,0,0,0,1
67,3,79.2,11,11,4,2,2,3,0,1
2,1,141.0,6,4,4,1,0,0,0,1
86,0,49.07,11,20,3,2,1,0,0,1
144,0,151.2,10,5,4,5,2,0,3,0
92,1,89.25,7,15,4,4,0,0,3,0
217,1,95.63,7,18,4,1,1,0,1,0
5,0,100.0,9,20,2,0,2,0,0,1
33,0,126.9,5,2,4,1,1,0,0,0
115,2,110.7,8,4,4,3,2,0,0,1
149,0,137.7,8,20,4,1,2,0,3,0
94,0,90.45,10,31,4,1,1,0,0,0
48,1,79.2,11,6,4,0,1,3,0,1
105,1,93.6,12,20,4,1,0,0,0,0
53,0,85.5,9,17,3,1,2,0,0,1
73,1,69.7,3,28,3,3,1,0,3,1
56,0,82.0,9,17,3,2,0,1,0,1
11,1,156.0,6,16,4,5,2,0,3,1
22,1,101.0,10,6,4,1,0,0,0,1
4,3,120.0,9,14,4,0,1,0,0,1
115,0,132.3,10,15,4,4,2,0,3,0
6,0,65.0,8,12,2,1,0,0,0,1
23,1,166.0,8,3,4,1,0,0,3,1
112,0,100.0,6,2,3,2,0,0,0,1
6,2,197.0,5,26,4,1,0,0,4,1
92,0,140.4,6,1,4,3,0,0,3,0
14,0,137.7,4,7,4,3,2,0,0,0
5,1,65.0,9,26,2,0,1,0,0,1
247,1,115.0,6,6,3,1,1,1,0,0
9,0,117.0,2,17,3,3,0,1,0,1
4,2,0.0,4,18,4,0,1,0,4,1
6,3,110.5,12,28,4,4,0,0,0,1
67,1,0.0,5,21,4,0,0,0,3,1
19,1,100.0,2,21,4,0,2,0,0,0
5,0,90.0,10,19,3,2,1,0,0,1
33,0,120.6,9,10,3,1,1,0,0,1
0,0,77.0,12,28,2,1,0,0,0,1
1,0,65.5,2,24,2,2,0,0,0,1
127,1,81.96,6,29,4,5,2,3,0,1
33,0,83.16,10,21,3,3,0,0,1,1
7,2,86.12,11,27,4,2,0,0,0,1
273,0,95.0,5,13,3,2,1,0,0,0
42,1,80.3,1,16,4,1,0,0,0,1
76,1,110.15,3,20,4,3,2,0,3,1
1,0,79.0,1,23,4,1,2,3,0,1
9,2,178.0,10,30,4,0,2,1,0,1
13,1,75.0,8,7,4,1,0,0,0,1
0,2,0.0,12,19,1,1,1,0,6,1
0,0,168.3,5,19,4,1,0,3,0,1
37,1,88.4,11,13,4,4,2,0,0,0
4,2,91.0,11,17,4,1,0,0,0,1
148,0,119.69,8,16,4,5,2,0,3,0
32,1,109.58,10,14,4,4,0,0,0,1
11,1,92.58,12,26,4,1,2,0,1,1
169,2,90.95,8,27,4,3,2,0,0,1
46,2,168.3,8,24,4,3,0,0,3,1
67,0,72.08,3,26,3,1,2,0,0,0
68,1,149.4,9,8,4,3,1,0,3,1
103,0,151.2,10,9,4,0,1,0,3,0
74,0,101.5,9,18,3,2,0,1,0,1
84,2,149.4,9,9,4,2,0,0,3,1
119,0,110.0,6,7,3,3,0,0,0,1
103,0,115.0,4,19,3,2,0,0,0,0
164,0,115.0,10,16,3,0,1,0,0,0
14,2,105.0,9,1,4,1,0,0,0,1
91,0,80.0,9,30,3,2,1,0,0,1
161,1,127.8,8,16,4,2,0,0,3,0
44,0,96.3,6,18,3,1,1,0,3,1
22,1,102.41,9,15,4,2,0,3,0,1
14,1,110.5,9,30,4,2,0,0,0,1
62,0,68.0,12,25,3,3,2,0,0,1
4,0,72.8,2,13,3,1,0,0,0,1
22,1,118.58,11,17,4,3,0,0,3,1
180,0,70.0,10,16,3,1,0,0,0,0
22,2,152.6,4,14,4,3,2,0,3,1
114,1,87.05,5,14,4,2,2,0,3,1
118,0,110.0,6,6,3,2,1,0,0,1
46,2,138.6,12,8,4,3,0,0,3,1
14,1,124.0,8,31,4,1,0,0,0,1
68,0,71.33,12,31,3,3,0,0,0,1
36,1,53.97,1,29,4,2,1,3,0,1
190,0,130.05,12,26,4,4,1,1,3,1
286,0,90.0,10,16,3,0,1,0,0,0
4,0,73.8,2,22,3,1,1,0,0,1
275,0,90.0,10,5,4,4,1,0,0,0
61,2,92.65,11,12,3,3,2,0,0,1
0,0,137.0,6,28,4,1,0,3,0,1
15,0,93.17,5,7,4,1,2,0,0,1
70,0,85.5,4,5,4,3,0,3,0,1
12,0,65.0,10,7,2,1,0,0,0,1
184,1,90.9,10,29,4,1,2,0,0,0
50,0,75.0,3,29,3,3,0,0,0,1
121,0,90.0,6,24,3,2,1,0,0,0
67,0,135.0,10,19,4,3,0,0,0,0
247,1,115.0,6,6,4,1,1,1,0,0
245,0,110.0,7,6,3,4,2,0,0,0
0,1,145.0,10,21,3,1,0,0,3,1
20,0,133.11,12,19,4,5,3,0,5,1
67,1,109.8,4,3,4,1,2,0,3,1
11,1,68.53,4,5,4,1,0,3,0,1
56,0,140.4,6,1,4,3,0,0,3,1
246,2,93.36,12,27,4,5,2,0,0,1
28,0,110.0,11,2,4,1,0,3,0,0
64,1,158.4,9,16,4,2,0,0,3,1
2,1,151.0,4,29,4,4,2,0,3,1
14,1,101.0,6,26,4,0,1,0,0,1
192,0,95.0,6,24,3,2,0,0,0,1
127,2,128.88,6,17,4,2,1,1,0,1
243,0,80.7,9,20,4,2,2,0,0,0
133,1,186.3,8,8,4,1,1,0,5,1
36,2,126.9,5,11,4,3,0,0,0,1
180,0,120.0,10,10,4,2,1,0,0,0
90,0,96.3,3,25,4,2,1,0,0,1
53,4,122.0,10,31,4,3,1,0,3,1
59,1,106.2,11,28,4,4,2,0,0,1
7,1,67.0,11,17,2,1,0,0,0,1
22,2,109.0,5,29,4,0,1,3,0,1
17,2,157.5,12,2,4,2,0,0,3,1
10,2,105.0,9,8,4,4,0,0,0,1
58,1,95.4,12,9,4,2,0,0,0,1
72,2,79.2,12,27,4,1,0,3,0,1
248,0,74.15,10,29,4,1,2,0,0,0
1,1,232.5,11,6,4,0,2,0,3,1
52,1,84.8,2,18,4,2,0,0,0,1
1,0,65.0,1,14,3,2,0,0,0,1
189,1,70.44,10,22,4,2,2,0,0,1
16,0,110.75,5,29,3,3,2,1,0,1
15,2,138.0,9,2,4,2,0,0,0,1
47,2,198.9,5,26,4,1,0,0,5,1
5,0,135.5,9,19,4,1,1,0,0,1
33,0,62.0,1,25,2,1,1,0,0,0
42,0,116.26,3,31,4,3,1,0,0,0
5,3,224.0,11,8,4,1,0,0,3,1
0,0,155.0,9,3,4,1,0,0,5,1
34,0,224.67,9,23,3,3,0,1,0,0
65,1,149.4,9,9,4,2,0,0,3,1
25,0,133.0,10,19,4,3,0,0,0,0
20,1,85.5,9,25,3,0,2,0,0,1
12,0,65.0,8,5,2,3,0,0,0,1
338,0,87.3,12,15,4,3,0,0,3,0
270,0,80.0,4,20,3,4,0,0,0,1
150,0,96.0,6,16,3,3,0,0,0,0
68,0,109.8,12,22,4,2,0,0,0,0
276,0,95.0,9,22,3,3,0,0,0,0
5,0,119.0,6,2,4,1,0,3,0,1
204,1,180.9,10,7,4,2,0,0,5,0
219,0,108.0,9,4,3,1,0,1,0,0
210,0,105.4,10,21,3,2,2,0,0,0
53,1,80.3,2,20,4,1,1,0,0,1
110,0,94.5,7,25,3,1,2,1,0,0
158,1,114.75,5,25,4,4,0,0,0,0
35,1,72.9,2,13,4,1,1,0,0,0
19,1,159.0,9,23,4,2,1,0,0,0
103,0,94.5,7,18,3,1,2,1,0,0
89,2,72.25,11,23,4,2,1,0,0,1
173,0,89.25,10,15,4,4,2,0,0,0
141,2,137.7,7,16,4,1,1,0,4,1
31,0,94.5,4,24,4,0,1,3,0,0
13,2,127.0,6,23,4,1,0,0,3,1
96,0,94.5,7,11,3,1,2,1,0,1
36,0,139.14,9,24,4,3,2,0,3,0
82,1,149.4,9,15,4,3,0,0,3,0
16,0,114.57,10,3,4,5,2,0,0,1
240,1,85.5,8,18,4,3,0,3,0,0
34,2,86.4,10,8,4,1,0,3,0,1
211,0,63.75,12,16,4,2,2,3,0,0
64,0,75.0,11,18,3,2,1,0,0,1
124,1,94.5,5,5,4,3,0,3,0,0
12,1,77.57,9,7,4,3,1,0,3,1
2,0,81.75,5,15,3,2,2,0,0,1
45,1,207.9,9,15,4,3,0,0,5,0
99,1,93.78,4,10,4,4,2,0,3,0
54,2,139.5,10,31,4,1,0,3,5,1
35,1,84.35,2,19,4,2,2,3,0,1
29,1,102.0,4,14,4,3,0,3,0,1
19,1,95.0,9,19,3,2,1,0,0,1
14,0,80.08,5,31,4,2,0,3,0,1
78,1,136.0,4,12,4,4,0,1,3,0
28,0,166.67,11,11,4,2,1,0,3,0
111,0,96.67,6,1,3,3,0,0,0,1
5,0,100.0,5,24,2,2,0,0,0,1
418,0,75.0,9,26,3,2,1,0,0,0
69,1,161.9,5,18,4,2,0,0,0,1
4,1,110.11,9,12,4,0,1,0,0,1
22,0,85.0,6,30,3,1,0,0,0,1
5,1,65.0,9,28,2,4,0,0,0,1
195,1,112.5,8,30,4,2,0,0,0,0
33,0,59.0,1,25,2,1,1,0,0,1
54,1,180.0,3,20,4,1,2,0,5,1
64,1,73.95,3,9,4,4,1,0,0,0
9,0,105.0,4,10,4,0,1,3,0,1
52,1,125.1,9,9,4,2,0,3,0,1
0,0,111.6,8,11,4,1,0,0,0,1
24,1,46.67,2,11,3,3,0,0,3,1
25,3,139.0,9,26,4,1,1,0,0,1
101,1,72.25,8,22,3,3,1,0,0,1
1,1,89.0,3,30,4,1,0,3,0,1
21,1,151.33,10,23,4,2,1,0,3,1
13,0,122.0,8,26,4,3,2,3,0,0
114,0,189.0,7,14,4,3,0,1,3,0
73,1,117.64,7,1,3,5,2,0,3,1
97,1,121.5,7,12,4,2,0,0,0,1
41,1,78.54,10,14,4,4,0,0,3,1
9,2,128.4,8,29,4,4,1,0,0,1
143,0,85.5,8,26,4,1,0,3,0,1
161,0,71.0,4,22,3,2,1,0,0,1
198,1,90.95,7,18,4,3,1,0,0,1
49,0,71.0,12,30,3,4,0,0,0,1
60,1,88.61,3,17,4,3,1,0,0,1
2,0,92.98,10,11,4,1,0,3,0,1
126,1,80.75,6,26,4,4,2,3,0,1
53,1,100.5,7,10,4,1,2,3,0,1
24,0,107.1,9,26,4,1,1,3,0,0
271,1,101.33,9,21,3,3,0,0,0,0
112,0,131.4,8,17,4,2,0,0,3,0
63,1,105.3,4,22,4,2,1,0,0,0
73,0,150.3,7,4,4,4,1,0,3,0
22,2,149.0,9,15,4,1,0,0,0,1
164,1,94.5,8,4,4,2,0,3,0,1
0,0,79.0,2,15,2,0,1,0,0,1
223,0,102.85,10,3,4,3,1,0,0,0
6,2,145.0,10,6,4,2,0,0,0,1
261,0,68.0,11,20,3,1,2,0,0,0
11,0,306.0,9,16,4,2,1,1,5,0
40,1,87.32,6,29,4,2,0,0,0,1
2,0,109.65,10,13,3,1,0,0,0,1
69,0,120.0,6,12,3,4,2,0,0,0
335,0,80.0,10,13,3,3,0,0,0,1
35,0,85.0,10,20,3,3,0,0,0,1
32,1,86.15,2,19,4,2,2,0,0,1
2,0,55.0,3,2,3,1,0,0,3,1
59,0,137.7,7,25,4,2,1,0,3,0
95,3,137.4,6,3,4,2,1,0,3,1
74,1,91.48,10,3,4,0,1,0,0,1
359,1,39.0,10,14,3,3,2,0,0,1
40,1,60.0,11,1,3,3,2,0,3,1
58,1,94.5,6,22,4,2,0,0,0,1
160,0,70.0,12,30,3,3,0,0,0,1
59,1,116.1,5,21,4,3,2,3,0,0
30,0,89.1,9,25,4,0,2,3,0,0
19,0,100.0,6,22,2,2,0,0,0,1
66,0,73.5,3,16,4,3,0,3,0,0
93,1,99.45,4,17,4,3,2,0,3,1
86,0,87.5,9,24,3,2,0,0,0,1
131,0,94.5,8,15,3,1,2,1,0,1
28,0,100.0,5,19,2,2,0,0,0,0
3,0,110.0,5,1,0,6,4,0,3,0
195,2,90.9,10,18,4,4,0,0,0,0
143,0,100.0,8,25,3,3,0,0,0,1
22,0,177.0,12,27,4,0,2,0,5,1
6,2,105.0,9,13,4,0,1,0,0,1
234,0,106.0,10,17,2,2,1,0,4,0
13,3,231.0,7,9,4,1,0,0,5,1
47,1,117.9,7,1,4,3,2,0,0,1
59,1,74.8,11,21,4,3,1,3,0,1
141,0,90.0,9,20,3,0,1,0,0,0
19,0,90.0,6,22,2,2,0,0,0,1
3,1,56.0,3,1,1,3,0,0,0,1
59,2,138.6,12,24,4,1,2,0,3,1
30,1,72.0,2,28,3,1,2,0,0,1
5,1,89.0,1,22,4,2,1,0,0,1
55,0,60.0,11,22,3,1,2,0,3,1
68,0,109.8,11,27,4,1,2,0,0,0
16,2,124.0,9,21,4,3,1,0,0,1
104,2,87.67,6,7,4,4,0,0,0,1
170,0,300.0,7,29,3,3,2,1,0,0
14,0,125.2,4,7,4,3,2,0,3,0
64,0,140.0,5,17,2,2,0,0,0,0
15,1,91.0,2,16,4,2,0,0,0,0
40,0,201.95,3,25,4,2,1,0,6,0
3,2,109.85,6,7,4,3,0,0,3,1
17,1,81.07,2,7,4,0,2,0,0,1
71,1,116.1,5,7,4,1,1,3,0,0
118,0,159.3,6,2,4,3,0,0,3,0
257,3,106.2,10,2,4,1,2,0,0,1
32,0,231.0,12,19,4,1,1,1,5,0
12,1,67.0,12,8,2,2,0,0,0,1
6,1,70.0,12,27,3,5,1,0,0,1
37,0,88.0,12,10,4,1,1,3,0,0
9,1,89.0,1,4,4,0,1,0,0,1
0,0,65.0,5,2,2,0,1,0,0,1
14,0,100.0,10,15,3,2,0,0,0,1
65,1,82.45,3,28,4,5,2,0,0,1
50,0,82.45,3,11,4,2,2,0,3,0
115,0,76.0,2,27,3,2,2,0,0,1
134,0,105.3,5,5,4,2,0,0,0,0
84,0,159.3,8,28,4,1,2,0,3,0
18,1,120.0,11,1,4,2,0,0,0,1
1,1,85.0,2,2,4,1,0,0,0,1
31,0,63.0,12,5,3,1,2,0,0,1
32,1,74.0,2,21,4,2,2,0,0,1
81,0,135.15,5,15,4,3,2,0,0,0
3,1,0.0,7,2,1,1,0,0,1,1
9,2,130.0,2,6,4,1,2,0,3,1
79,1,109.8,4,28,4,1,0,0,3,1
8,0,126.0,5,10,4,2,0,0,0,1
51,2,108.0,12,5,4,2,1,0,0,1
9,0,90.0,2,3,4,1,0,3,0,1
47,1,105.5,11,5,4,2,0,0,1,1
2,0,99.5,11,26,4,1,1,0,0,0
148,0,67.0,12,30,3,4,1,0,0,1
62,0,75.0,9,21,3,1,0,1,0,1
51,0,79.2,11,12,4,1,1,3,0,0
102,0,87.0,10,16,3,2,0,1,0,1
85,0,98.0,12,3,4,1,1,0,0,1
5,0,110.0,9,12,0,0,1,0,3,0
98,0,95.0,9,30,3,2,0,0,0,0
43,0,96.3,4,21,3,2,0,0,3,1
35,0,87.3,2,10,4,4,0,0,0,0
99,0,80.5,2,19,2,2,0,0,0,1
95,2,89.25,9,18,4,2,1,0,0,1
53,1,76.58,4,11,4,3,1,0,0,1
69,1,159.3,5,14,4,1,2,0,0,1
8,0,78.0,12,16,4,2,0,3,0,1
174,0,109.65,9,4,4,2,2,3,0,0
13,0,78.0,12,20,4,3,0,3,0,1
15,3,93.0,2,17,4,2,0,0,0,1
4,0,91.0,2,13,4,1,0,0,0,0
72,0,60.0,12,5,3,1,2,0,3,1
131,2,164.25,8,1,4,1,1,1,0,1
292,0,115.0,7,21,3,2,0,1,0,0
2,1,67.0,12,14,2,2,0,0,0,1
64,1,126.9,4,29,4,2,1,0,0,0
98,1,126.9,5,19,4,1,0,0,0,1
36,1,108.9,6,19,4,1,2,0,0,1
39,0,72.0,11,21,3,2,1,0,0,1
45,0,60.0,11,6,3,2,1,0,3,1
223,2,90.95,8,30,4,4,0,0,0,0
7,1,151.0,6,30,4,2,0,0,0,1
19,0,80.0,10,6,3,3,0,0,0,1
33,0,70.0,9,28,1,2,0,0,0,1
237,0,104.55,12,15,4,3,2,0,3,1
145,2,190.8,8,17,4,2,0,0,5,1
8,1,95.0,4,5,4,1,0,0,0,1
71,0,168.3,9,11,4,0,1,0,3,1
11,1,141.0,6,17,4,2,0,0,0,0
14,0,107.0,12,27,4,2,2,0,0,1
1,1,148.8,9,11,4,3,2,0,0,1
18,0,135.0,5,13,4,1,0,0,0,0
27,1,110.0,10,29,4,1,2,3,0,1
66,0,150.22,11,6,4,3,2,1,0,0
75,0,80.0,3,17,4,3,1,0,0,0
80,0,72.25,3,29,4,4,0,3,0,1
3,1,133.0,10,19,4,2,1,3,0,1
130,1,104.4,5,5,4,3,0,0,0,1
101,2,85.28,4,9,4,4,2,0,0,1
230,0,137.0,9,6,4,5,0,1,0,0
293,0,68.17,12,25,4,6,4,3,0,0
190,1,93.5,9,8,4,5,2,0,0,1
266,0,75.0,12,2,3,2,0,0,0,1
39,1,135.0,11,10,4,3,0,3,0,1
5,0,117.73,5,29,4,2,2,0,3,0
74,0,69.4,7,27,4,7,3,0,0,1
0,0,145.85,5,23,4,1,1,0,0,1
29,1,104.0,11,30,4,4,2,0,0,1
3,1,83.5,2,25,4,2,0,3,0,1
23,1,114.0,10,11,4,0,1,3,0,1
33,0,0.0,10,7,4,0,0,3,0,1
259,3,73.41,12,28,4,5,2,0,1,1
79,0,109.0,6,24,3,2,0,1,0,1
214,1,80.75,9,23,3,2,1,0,0,1
112,1,101.58,5,4,4,4,0,3,0,1
192,0,102.0,9,25,3,3,2,0,0,0
162,2,121.5,7,27,4,1,0,0,0,0
14,0,73.0,5,27,3,1,0,0,0,1
8,1,86.72,11,11,4,2,2,0,0,1
